companyname,industry,tagline,description,city,zipcode,address,tel,fax,url,mail,president,contact,establishment,year_capital,n_employees,message,srcurl,amount_sales,main_client,start_business,office,branch,shop,start_branch,headoffice,oversea_branch,tel2,fax2
日東シンコー株式会社,化学,世界シェアNo.1 （駆動用モータの絶縁紙）ハイブリッドカー用のモータ絶縁材料など日東電工グループの電気絶縁材料総合メーカー,各種電気絶縁材料の製造、販売,坂井市,910-0381,坂井市丸岡町舟寄110-1-1,0776-66-1360,0776-67-2250,https://www.nittoshinko.co.jp/,,代表取締役社長 蒔野 直樹,営業統括部カスタマーサポートセンター長南部 智幸,1997年10月,"4億8,250万円",370人（2021年10月）,当社は、これまでに培った「絶縁」技術を発展させ、自動車分野の電動化、省エネルギー技術の革新、再生エネルギーや水素社会の実現、そしてこれからの未来社会に貢献できるよう、社員一同チャレンジしていきます。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/car/069.html,162億円,日東電工㈱ 他,,,,,,,,,
株式会社日本エー・エム・シー,機械・金属,パワーショベルなどの油圧配管用継ぎ手の国内シェアNo.1,高圧配管用継ぎ手の製造、販売・ホース用高圧継ぎ手、特殊継ぎ手・ストップバルブ、チェックバルブ・高圧くい込み継ぎ手・くい込み継ぎ手用自動締付機,福井市,910-2222,福井市市波町13-8,0776-96-4631,0776-96-4600,https://www.j-amc.co.jp,,代表取締役社長 北川 浩文,専務取締役 高橋 永,1963年2月,"1億8,550万円",190名,当社は、高圧配管用継ぎ手に特化した専門部品メーカーです。『品質は最大の宝である』をスローガンにして、「多品種・小ロット・短納期」の顧客ニーズ対応と従業員の「働き方改革」の実現をロボット技術とAI・IoTを活用したものづくりにチャレンジしています。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/machine/114.html,79億円,小松製作所グループ、住友建機㈱、キャタピラージャパン㈱、コベルコ建機㈱ 他,,,,,,,中国、タイ、フィリピン,,
日本真空化学株式会社,プラスチック,創造と挑戦熱硬化性プラスチック製品づくりに日々挑戦,エンジニアリングプラスチック製造販売アクリルパイプ製造販売機能性浴槽・ＦＲＡスパ製造販売大型トップライト製造販売,福井市,910-3145,福井市串野町20-22,0776-83-1484,0776-83-1282,https://www.s-shinku.co.jp,,代表取締役 海道 直人,専務取締役 海道 幸子,1975年12月,"4,500万円",50名,今後も数々の機能を付加した、より良い製品を提供するとともに、新しい市場の開拓を進めていきたいと考えております。ご連絡をお待ちしております。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/city/076.html,10億円,プラスチック加工業者建築建材施工業者,,,,,,,,,
日本ダム株式会社,繊維,織ネーム、プリントネームなどブランドラベルの総合メーカー,プリントネーム、織ネーム、偽造防止製品の製造、販売熱転写マーク、熱転写機器の販売,福井市,910-3607,福井市清水杉谷町45-163,0776-98-2000,0776-98-4133,https://www.nippondom.co.jp/,kinoshita@nippondom.co.jp,代表取締役社長 内山 忍,取締役 営業部長 木下 裕一,1971年12月,"8,060万円",150名,レピア式織ネームの長年の問題を解決するため、今まで色々な方法で取組んできました。この｢かがり縫い｣の発想は、いよいよＰＬ法が施行されるという時に出てきたものです。人は窮地に追い込まれたときに、それを回避する能力を身に着けているものであることを改めて実感しました。また、これまで日本では偽物に対する防衛、排除意識が希薄で、商品の開発と販売のバランスがなかなか取れず、ＰＲ活動に相当な労力が必要でした。今では、知的財産に対する意識が向上しており、製品採用の機会が飛躍的に増えています。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/fashion/040.html,,,,,,,,,,,
日本電産テクノモータ株式会社,電気・電子,高効率型空調用ファンモータで世界シェアN o . 1空調用モータのリーディングカンパニー,空調・家電・産業用各種中・小型モータ、電動工具用モータ、モータ応用機器等の開発、製造、販売,小浜市,917-0241,小浜市遠敷36-1-1,0770-60-2111,0770-60-2200,https://www.nidec.com/jp/nidec-technomotor,,代表取締役社長執行役員 廣部 俊彦,総務部長 志村 貢次,2009年,25億円,"2,744名（2022年3月末時点）",モータは世界の電力需要の半分以上を消費するといわれています。当社は、世界中の家電モータをDC化し高効率のDCモータを普及させることにより、省エネの促進や地球環境保護に貢献しています。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/housing/147.html,861億700万円（2022年3月期),国内外の主要空調・家電メーカー国内外の機械・工具メーカーおよび商社,,,,,,,,,
日本マイヤー株式会社,機械・金属,ジャカード・ダブルラッシェル機で世界シェアN o . 1,各種経編機械製造、販売・各種レースラッシェル機・トリコット機・整経機・その他準備機器および各種部品,福井市,918-8522,福井市上北野1丁目27-33,0776-54-5500,0776-27-3400,http://www.karlmayer.jp,info.jp@karlmayer.com,代表取締役社長 髙山 裕和,営業部 部長 吉田 維之,1958年3月,"4億9,900万円",63名,当社は、100％外資系の経編（たてあみ）機のメーカーですが、ピエゾ方式によるジャカード機構を備えた編機は当社技術者が考案した基本特許をベースにして開発されました。また、編機の製造、開発だけでなく、当社オリジナル繊維製品を開発して世界の市場に情報を発信しています。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/fashion/041.html,,,,,,,,,,,
株式会社ネスティ,ICT（情報通信技術）,総合スポーツクラブシステムの国内シェアNo.1,ソフトウェア開発、販売・Web系およびクライアントサーバシステムの研究・開発・クラウド型システム事業・カスタマイズ型標準システムの開発・販売総合スポーツクラブシステム「PeGasus F1シリーズ」人材ビジネス支援システム「GスタッフNSシリーズ」営業支援システム(SFA)「Gセールス2.0」　など,福井市,918-8114,福井市羽水2-402,0776-35-0505,0776-34-0077,https://www.nesty-g.co.jp/,nesty@nesty-g.co.jp,代表取締役 進藤 哲次,管理部 山下,1983年8月,"4,500万円",89名,当社の規模・立地条件と市場を見極め、マスセールス型商品ではなく、１つ１つのユーザに対応した付加価値の高いシステムソリューションを提供し、きめ細かなシステムサポートを行うことで、顧客満足保証型ビジネスを展開し、顧客拡大に努めています。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/sports/158.html,10億400万円,富士通㈱、富士通Japan㈱、三菱電機㈱、三菱電機ITソリューションズ㈱、㈱大塚商会 他,,,,,,,,,
八田経編株式会社,繊維,高密度ニットベロア生地のパイオニア,経編生地の開発、製造・アパレル素材、アウター用生地・自動車内装材　・産業資材,鯖江市,916-0033,鯖江市中野町115-10,0778-52-1200,0778-54-7228,https://www.8ta.co.jp,info@8ta.co.jp,代表取締役社長 八田 嘉一郎,営業部 坪田 達徳,1965年,"4,500万円",80名,ダブルラッセル技術を高度に極めたアパレル向けプレミアムカジュアルなど、こうした商品が育ったのは当社がお客様との製品開発で揺るぎない信頼性を得ているためと考えています。今後もお客様のイメージを具現化する開発チームと高信頼の生産チームで高度な期待に応えてまいります。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/fashion/042.html,"7億8,800万円",伊藤忠商事㈱、帝人フロンティア㈱、東レ㈱、澤村㈱、セーレン㈱、クラレトレーディング㈱ 他,,,〒910-4131 あわら市東善寺5-10,,,,,,
浜本テクニカル株式会社,眼鏡,ロー付け工程のないチタン製メガネフレームの国内シェアNo.1,各種高級メガネフレームの製造、販売など・メガネのプレス金型、成形型・メガネ用部品（フロント、テンプル）・メガネ用フレーム（メタル、プラスチック）,鯖江市,916-0016,鯖江市神中町2丁目501-30,0778-52-2067,0778-52-2980,https://www.hamatec.co.jp,info@hamatec.co.jp,代表取締役 浜本 将成,加工部 部長 手塚明彦,1972年9月,"1,000万円",130名,当社は創業以来、技術開発こそが製造業の存立基盤であるとして、不断の努力を積み重ね、人材育成、設備投資に注力してまいりました。その結果「技術の浜本」として高い評価を得ることができ、今日に至っています。今では研究開発をさらに推し進め、眼鏡にとどまることなく、金属精密加工分野へも進出しています。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/fashion/132.html,45億円,㈱三城、㈱内田屋、㈱ヤブシタ 他,,,,,,,,,
春江電子株式会社,機械・金属,難易度の高い「手組み工程」の自動化へ挑戦,1. 電子部品（セミコン事業部）・外観検査　・半田ディップ2. 機械設計・製造（FA事業部）・設計・製図請負・製造・生産設備設計/製造/組立・調整,坂井市,919-0461,坂井市春江町江留上緑6-6,0776-51-0582,0776-51-0718,https://www.haruedensi.co.jp,office@haruedensi.co.jp,代表取締役 山口 博司,部長 西髙 広陛,1980年,"1,500万円",39名,ロボット技術を駆使して『人の手でしかできない』をロボットで再現する、また進化させるをテーマに製造現場での自動化、省人化、多品種化に取り組んでおります。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/machine/115.html,3億円,アイシンAW-I、デンソー、Canonグループ、パナソニックグループ、福井村田製作所、アムコ—・テクノロジー・ジャパン など,,,,,,,,,
日立造船株式会社 機械・インフラ事業本部システム機械ビジネスユニット 若狭事務所,機械・金属,ラッピングプレート（鋳物研磨定盤）の世界シェアN o . 1,鋳鍛造品、精密機械の製造、販売・ラッピングプレート、低熱膨張鋳物、高抗張力鋳物・液晶ガラスなどの基板研磨機、洗浄機器、成膜装置、搬送装置,高浜町,919-2200,大飯郡高浜町高森2-8,0770-72-7200,0770-72-7201,https://www.hitachizosen.co.jp,,代表取締役 取締役社長 兼 COO 三野 楨男,若狭事業所長 古澤 真治,1986年12月,454億円（全体）,"9,307名（全体）42名（うち若狭事業所）",素材分野から装置分野まで独自技術で貢献することを使命とし、ものづくりで貢献することを基本としています。特に若狭事業所では、鋳造設備、機械加工設備、熱処理設備を充実させています。ハイテク分野に限らず新素材、部材加工などのご要望をお待ちしております。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/housing/116.html,,,,,,,2007年7月,大阪市住之江区南港北1丁目7番89号,,,
株式会社ビットブレイン,ICT（情報通信技術）,何事にも挑戦し続けること,・セキュリティ、ネットワーク、ＡＩの研究・開発・リモートアクセス製品の開発・販売・顧客の矛盾を定義して数理解析技術（ＡＩ）を　駆使したモデル開発・適応・運用,福井市,910-0006,福井市中央1丁目3番1号,0776-43-0860,0776-43-0861,https://bit-brain.jp,sales@bit-brain.co.jp,代表取締役 斎藤 智示,,2015年4月,"1,350万円",8名,私たち株式会社ビットブレインは「何事にも挑戦し続けること」を企業理念としています。何事にも挑戦し続けるには、諦めないこと、躊躇しないこと、勇気を持つこと、辛抱強く我慢すること、そして自分を信じ抜くことが大事です。私たちは、東京でも大阪でもない、地方都市福井にあるスタートアップ・ベンチャー企業です。都市部に比べ地方都市は多くのことで不利と思われてきましたが、私たちは地方都市にあるベンチャーでありながらも、自分たちの力で日本の仕組みを変える基盤技術を開発・提供することに成功しています。今では、多くの超有名企業からビットブレインへパートナーの申し入れを頂くようになりました。これまでの常識にとらわれず、新しいことに挑戦すること、それができるなら地方都市であろうがベンチャーであろうが結果を残せるということを実践しています。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/medical/162.html,,株式会社EP綜合、福井ネット株式会社（福井銀行グループ）、都築電気株式会社、丸紅情報システムズ（丸紅グループ）,,,,,,,,,
株式会社廣部硬器,窯業,警察、消防署の紋章を開発・製造し国内シェアN o . 1セラミックス蓄光材の先駆者,ダイヤスタイト（セラミックスサイン）警察・消防紋章、校章・校名文字、寺紋・家紋、館名文字、シンボルマーク、陶壁・レリーフ などセラチッコウ（セラミックス蓄光材）セラチッコウ、セラチッコウ点字鋲,福井市,910-0049,福井市深谷町5-15,0776-59-1422,0776-59-1927,http://www.hirobe-kouki.co.jp,d-hirobe@mx4.fctv.ne.jp,代表取締役 廣部 耕一,廣部 すぐ里,1956年,"1,500万円",15名,現在、セラミックス蓄光材だけではなく、日本原子力発電㈱様の委託研究の中で生まれた樹脂蓄光材も製造しております。また、永久的な美しさが続くダイヤスタイト製品は、豊富なカラーがありますので、建物や敷地の雰囲気に合った製品が製作出来ます。小さな製品から大きな製品まで、心を込めて作らせていただいております。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/city/081.html,,建設業者、金物・看板関係業者 他,,,,,,,,,
福井特殊紙株式会社,伝統工芸・その他,透かしマーク入りの金券用紙、卒業証書、御札などの用紙を生産,機械抄和紙の製造局紙、卒業証書、仙貨紙、のし紙、書籍用紙,越前市,915-0231,越前市定友町13-7,0778-43-0080,0778-42-0806,,,社長 酒井 秀行,同　上,,"4,500万円",15名,透かしマークは、従来は偽造防止の方法として使用されてきましたが、今後は企業のオリジナリティを表す手段として、企業のロゴマークが入った名刺や便箋など、用途としても有望であると考えます。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/housing/176.html,"2億1,700万円",㈱西野商会、㈱辻和、長井紙業㈱,,,,,,,,,
福井鋲螺株式会社,機械・金属,世界シェアトップ多数微小・精密パーツ製造のイノベーター集団,特殊形状の精密鍛造パーツなどの設計、製造、販売・各微小・特殊形状鍛造パーツ・中空リベット打込リベット、ブラインドリベット・リベットセッター,あわら市,919-0898,あわら市指中59-115,0776-75-1115,0776-75-1022,https://www.byora.co.jp,hanbai@byora.co.jp,代表取締役社長CEO 打本 幸雄,営業部 水野 彰也,1959年11月,"4億5,000万円",590名,独自の基礎研究を積み重ねながら、あらゆる角度から「冷間鍛造技術」の限界に挑んでまいりました。輝きを放ちながら、世界中で活躍する製品は、当社が開発したTECHNOLOGYの結晶です。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/car/118.html,,,,,,,,,,,
株式会社福井村田製作所,電気・電子,積層セラミックコンデンサ世界シェア No. 1,セラミックをベースとした電子部品の開発、製造（積層セラミックコンデンサ・ノイズ 対策製品）,越前市,915-8601,越前市岡本町13-1,0778-21-8300,0778-22-0428,https://www.murata.com/ja-jp/group/fukuimurata,,代表取締役社長 野村 愼治,管理部総務課 富坂,1951年2月,3億円,"約5,500名",現在、福井村田製作所では、モバイル通信、自動車など、従来からムラタが得意としてきた市場へのさらなる価値提供に加え、新興市場、新規アプリケーションへの取り組みを一層加速させています。今後もエレクトロニクス業界のニーズ、トレンドをいち早く キャッチして、先端商品を開発、提案していくことで、エレクトロニクス業界の発展に寄与していきます。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/smartphone/148.html,"1兆8,125億円（2022年3月グループ連結）",国内外の電子機器メーカー、自動車メーカー 他,,,,,,,,,
株式会社福井洋傘,伝統工芸・その他,「レクサスコレクション」に採用された濡れない高級洋傘,手作りフルオーダー傘の製造、販売蛇の目洋傘、家紋洋傘、ほぐし織洋傘、浮かし織洋傘、UVカット99.8%晴雨兼用傘、大島紬織傘、本麻織傘、博多織傘、正絹織傘 など,福井市,910-3134,福井市浜別所町4-4-2,0776-85-1114,0776-85-1554,https://www.fukuiyougasa.com,,代表取締役 橋本 肇,同　上,1972年7月,"3,000万円",14名,ものづくりに対し、あくなき追求を怠ることなく、誇りと自信を持ってお客様にとってどのような製品が最も良いのかを考え続け、これからも理想の製品に一歩でも近い製品を作り続けたいと思っています。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/fashion/177.html,,全国主要百貨店、全国レクサス販売店,,,,,,,,,
福井窯業株式会社,窯業,曲がり屋根に瓦を敷設する日本初の画期的工法の屋根工事一般住宅から大型施設まで施工実績多数,屋根工事、エクステリア工事、造園工事、建築工事,福井市,910-0021,福井市乾徳1丁目10-3,0776-23-0790,0776-25-3406,http://www.fukuiyogyo.co.jp,f-yogyo@fukuiyogyo.co.jp,代表取締役 近藤 登幹夫,吉村 孝,1935年12月,"1,000万円",8名,この「一体葺き廻し工法」を、今後は神社仏閣など限定的な用途にとどまらず、ドーム形や波状スイング屋根など特殊な形状の屋根への施工に活かしていきたいと考えています。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/housing/082.html,,,,,,,,,,,
株式会社フクオカラシ,眼鏡,眼鏡の“ 聖地” 鯖江で培われた微細・精密部品加工技術,光学および各種精密切削部品の製造高級メガネ金属部品、光学、弱電、音響、医療ほか各種精密金属部品（クロスグリップナットなど）,鯖江市,916-0047,鯖江市柳町4-4,0778-52-5300,0778-53-1100,http://www.fukuokarashi.jp,info@fukuokarashi.jp,取締役社長 福岡 幹人,営業部 課長 野村 喜啓,1948年5月,"1,500万円",90名,精密部品には高い精度が求められますが、当社は最新の工作機械および自社開発の専用機により、万全の生産システムを確立しています。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/fashion/133.html,"5億6,000万円",セイコーエプソン㈱、グローリーテック㈱、ウシオ電機㈱、㈱シャルマン 他,,,,,,,,,
福伸工業株式会社,機械・金属,「コア技術」× 「技術者集団」＝時代が求めるマシンを生み出し続ける力,一般機械の製造、販売,あわら市,919-0615,あわら市池口5-46,0776-73-1208,0776-73-3191,http://www.fukushinkougyo.co.jp,,代表取締役 玉田 康二,専務取締役 上田 紹央,1976年12月,"3,000万円",34名,国内の製造業を取り巻く環境は大きく変化をしており、他社にない、オリジナルな設備による商品の差別化・高付加価値化が必要と言われております。こうした中で当社のコア技術・トータルサービスを活用いただければと考えています。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/smartphone/119.html,"4億5,000万円",タカノフーズ㈱、㈱クライオバック、清川メッキ工業㈱、谷沢菓機工業㈱、㈱ふじや食品 他,,,,,,,,,
フクビ化学工業株式会社,プラスチック,浴室・脱衣室に使用する乾式断熱パネルで国内シェアN o . 1,プラスチック建材、産業用資材などの製造、加工、販売・押出、中空、射出、カレンダー、真空成型によるプラスチック建材・ノンアスベスト不燃外装材・集合住宅、スポーツ、OA床システム・精密樹脂プレート、加熱加温容器　など,福井市,918-8585,福井市三十八社町33-66,0776-38-8415,0776-38-8004,https://www.fukuvi.co.jp/,,代表取締役社長 八木 誠一郎,広報・IR推進室 西田 裕喜,1953年5月,"21億9,390万円",970名（連結）,異形押出技術を核にプラスチックの可能性を追求し、建築分野に限らずあらゆる分野にチャレンジしています。難しい課題にこそ、新しいビジネスチャンスが隠れていると考え、お客様の課題に ONETo ONE で臨んでいきます。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/housing/078.html,"367億4,100万円（連結）",伊藤忠建材㈱、三井物産プラスチックトレード㈱、三井住商建材㈱ 他,,,,,,,,,
冨士経編株式会社,繊維,メディカル白衣（看護衣）の国内シェアN o . 1,経編ニット生地、縫製品製造、販売・ ニットガウン、浴衣・レンタルユニフォーム・作業服※ 自社ブランド「ミルモンド」、環境に配慮した循環型ユニフォーム「ホクリンク」,鯖江市,916-0037,鯖江市上河端町5-1-6,0778-51-1310,0778-51-1753,https://www.fujitateami.co.jp,box@fujitateami.co.jp,代表取締役社長 平木 弘史,経編事業部 取締役部長 山本 憲郎,1959年6月,"3,000万円",40名,当社は創業以来、「自分たちにしかできない製品づくり」に励み続け、自社企画・開発提案型ニット総合メーカーとして、「唯一無二の商品」を100％受注生産でユーザーのもとへ供給しています。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/medical/043.html,"14億4,100万円",東レ㈱、ナガイレーベン㈱、㈱廣瀬商会 他,,,,,,,,0778-51-1758,0778-51-1391
プランニングヤマコウ,伝統工芸・その他,価格を抑え、環境にも配慮した手作り太鼓,紙管とテントシートの組み合わせによる締め太鼓（新打楽器ヤマコ）の開発、製造,大野市,912-0051,大野市日吉町24-10,0779-64-1117,0779-65-1403,https://www.yama-ko.com,,山内 廣志,同　上,2003年8月,300万円,2名,太鼓としても使用できますが、ロビーなどでのオブジェとして、または介護リハビリ用品や音楽に合わせてボールをキャッチするゲーム感覚での使用など、今までにない用途もあります。従来の和太鼓ではなく、和の形から洋風の音、和風の音を作ることができる、新しい打楽器の誕生と考えております。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/culture/178.html,,,,,,,,,,,
株式会社プロード,電気・電子,国内で唯一、モニュメント型風力発電機を製造,風力発電機などの製造、販売・風力発電機：モニュメント、街灯、 広告塔、教材・太陽光発電を組み込んだ車止め、フットライト、街灯、道路標識・ 景観整備：モニュメント、彫刻、フェンス、噴水・公園施設：遊具,福井市,918-8173,福井市下江尻町21-13-3,0776-38-6166,0776-38-0023,http://www.ecoprod.jp/index.php,prod@royal.ocn.ne.jp,代表取締役 西村 琢磨,,2020年12月（協同組合プロードを組織変更）,710万円,,プロードは、組合の結成当時から未来の子供たちへの自然のエネルギー啓蒙を目的に、 環境整備＋教育施設にタイアップする、まったく新しい風のエネルギーシステムの開発をしてきました。これからも社会変革に先進的に対応し、地域それぞれの周辺環境や歴史を踏まえた上であなたの街に知的製品として提供していきます。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/city/149.html,,,,,,,,,,,
ベルテクス株式会社　福井本部,窯業,「安心のカタチを造る」がテーマ。コンクリート二次製造の製造・販売・設置工事を行うコンクリートメーカー,コンクリート2次製品の設計、製造、販売HC式防火水槽、HSウォール、Gベース、HS雨水貯留槽、HSフリューム、無散水融雪平板、ボックスカルバート、落差マンホール,福井市,918-8152,福井市今市町66-20-2,0776-38-3800,0776-38-0255,https://vertexgrp.jp,,代表取締役会長 田中 義人,技術本部 有田 淳一,1935年4月29日,1億円,604名,当社は、コンクリート2次製品メーカーとして、オリジナル製品の開発による市場競争力の構築を基本に社会に貢献する企業を目指しています。「HC式防火水槽」は、その先駆けとなった当社の主力製品です。また、これに続く「無散水融雪平板」、「HS雨水貯留槽」の今後の展開にも期待しています。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/city/85.html,グループ連結売上高＝377億円（2021年3月期）,,,,,,,,,,
北伸電機株式会社,電気・電子,ロボットや無人搬送車向けの非接触電力伝送装置を開発,電子応用機器の開発、製造・スイッチング電源 ・充電器・特定小電力無線応用機器・データ通信システム・RFIDリーダライター＆タグ・非接触電力伝送装置および非接触充電器,大野市,912-0067,大野市右近次郎33-15,0779-65-7560,0779-69-7630,http://www.hsdk.co.jp,,代表取締役 細川 亮,営業部 長谷部 正治,1983年9月,"3,000万円",55名,ガラス、プラスチックなどを介して、非接触で電力を1KW近く送れる技術を利用して皆様ならどのような製品を開発しますか？皆様のお仕事の中で、「電力供給に配線が邪魔」、「接点が腐食する」、「水中で充電したい」などの悩みがありましたらぜひ、ご相談ください。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/machine/150.html,"13億8,700万円",㈱カーメイト、パナソニックサイクルテック㈱、 福西電機㈱,,,,,,,,,
北陸ヒーティング株式会社,電気・電子,家電・社会インフラ・医療産業・宇宙産業まで 幅広く活用されているシーズヒーター,シーズヒーター・コイルフィンヒーター・フランジヒーター・鋳込みヒーター・投込みヒーター※平成30年より製造予定LED信号機着雪センサー付消雪装置、路面消雪装置,美浜町,919-1132,三方郡美浜町佐柿57号の16,0770-32-0258,0770-32-1177,https://hokuriku-heating.com,,代表取締役 増田 正洋,同 上,1971年8月,"1,000万円",24名,創業46年、シーズヒーター製造一筋。平成29年10月には、悲願であった新社屋が完成しました。消費者が手に取る「最終商品」を製造する夢を持ち続け、今後も商品開発に励みます。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/aerospace/151.html,"1億6,000万円",坂口電熱㈱・三晃電気工業㈱・㈱オリエントヒーター・新日電熱工業㈱・河合電器産業㈱・進興電気工業㈱・㈱幸和電熱計器 他,,,,,,,,,
株式会社北陸濾化,化学,微細な“ バリ” が除去できる処理剤を開発電子部品やメガネ、医療用に採用,化学工業薬品の製造・販売（化学表面処理剤「ホロクリン」シリーズ）公害防止機器などの設計・製作公害防止施設の保守管理,鯖江市,916-0019,鯖江市丸山町2丁目4-7,0778-51-7155,0778-51-7440,https://www.horokurin.co.jp,k-moriya@horokurin.co.jp,代表取締役 森家 英幸,営業・技術 森家 圭一郎,1988年5月,"1,000万円",8名,人に優しく、環境に優しい、今までにない商品作りをモットーに、今までの商品より優れ、より低価格で丈夫な商品であること、作る人・使う人がより安心できる商品であること、また、作る環境・使う環境に優しい商品を、ホロクリンは提案していきます。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/car/070.html,"6,500万円",九州日立マクセル㈱、㈱村田製作所 他,,,,,,,,,
株式会社ホプニック研究所,眼鏡,見え方の質を改善　イエローライトカット技術国内外の特許取得,医療用プラスチックレンズの製造,鯖江市,916-0073,鯖江市下野田町27-46,0778-62-2629,0778-62-2250,https://hopnic.co.jp,,代表取締役 阿久津 則彦,連絡担当者 冨山 晃義,1988年1月,"1,000万円",45名,偏光レンズ、調光レンズ、波長コントロールレンズ等の機能性レンズの開発製造に特化した技術を保有しております。光関連分野で「見え方の改善」をご検討されている方からのご連絡をお待ちしております。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/fashion/134.html,6億円,三井化学㈱、㈱サンレーコーポレーション他,,,,,,,,,
前田工繊株式会社,繊維,繊維で培った技術で、災害に強い国土、安心・安全を創造,繊維・樹脂を素材とした盛土補強材などの製造、販売・盛土補強・軟弱地盤安定材…アデム、ハイメッシュなど・法面補強工法用資材…ハイブロック、ハイブロックⅢ、MK受圧板、ECO落石ネット、GMネットなど・排水、遮水、吸出防止材…モノドレン、デクトシートなど・ あと施工アンカー、コンクリート補修・補強材…ボルトメイト、FFシートなど,坂井市,919-0422,坂井市春江町沖布目38-3,0776-51-9577,0776-51-5545,https://www.maedakosen.jp,,代表取締役社長 前田 尚宏,「アデム」：補強土排水推進部 辻 慎一朗「ネイチャーネット」：斜面環境保全推進部 吉田 眞輝「ツートンバッグ」 ：水環境保全推進部 土橋 和敬「ボトルユニット」 ：水環境保全推進部 土橋 和敬,1972年11月,"34億7,200万円（連結）","1,238名（2021年9月20日現在）（連結）",当社は、独自の知恵と技術で持続可能な地球、そして安心・安全で豊かな社会を創るために貢献していきます。「本当のモノづくりをする」真っ直ぐな気持ちが当社の原点です。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/city/044.html,"432億3,600万円",,,,,,,,,,
増永眼鏡株式会社,眼鏡,世界初の技術が活きるメガネブランド,高級眼鏡フレームの製造オリジナルブランドKOKI、Kazuo KawasakiMASUNAGA since 1905,福井市,918-8152,福井市今市町4-15,0776-38-1501,0776-38-7424,https://www.masunaga-opt.co.jp,,代表取締役 増永 宗大郎,開発室 主任研究員 村田 和男,1905年6月,"7,200万円",176名,本技術は眼鏡分野のみならず医療や通信関連分野でも活躍しています。今後はもっと広い分野での応用展開を狙いたいと考えています。他分野の方の連絡もお待ちしています。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/fashion/135.html,,,,,,,,,,,
株式会社松浦機械製作所,機械・金属,世界中のあらゆる産業の、モノづくりの原点,工作機械（マシニングセンタ）及びハイブリッド金属３Dプリンタの製造、販売,福井市,910-8530,福井市東森田4-201,0776-56-8100,0776-56-8150,https://www.matsuura.co.jp,webmaster@matsuura.co.jp,代表取締役社長 松浦 勝俊,管理本部 清水 継太,1935年8月,"9,000万円",412名,当社は、常に時代の先取りを考えて開発を進めています。このハイブリッド金属３Dプリンタ以外にも、他社に先駆けた高速加工機の開発で「高速加工機のマツウラ」、続いて5軸制御立形マシニングセンタMAM72シリーズの開発で「5軸加工機のマツウラ」のブランドを構築しています。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/machine/120.html,186億円,トヨタ自動車㈱、本田技研工業㈱、パナソニック㈱、㈱ニコン、ボーイング 他,,,,,,,,,
